loan_type,loan_amount,action_taken,occupancy_type,census_tract,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_race_1,applicant_race_2,co_applicant_race_1,co_applicant_race_2,applicant_sex,co_applicant_sex,applicant_age,co_applicant_age,income,lien_status,applicant_credit_score_type,co_applicant_credit_score_type,origination_charges,discount_points,lender_credits,interest_rate,debt_to_income_ratio,combined_loan_to_value_ratio,loan_term,property_value,manufactured_home_secured_property_type,total_units,aus_1,reverse_mortgage,open_end_line_of_credit,manufactured_home_land_property_interest,total_loan_costs,total_points_and_fees,prepayment_penalty_term,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,multifamily_affordable_units,"('applicant_race_2',)","('co_applicant_race_2',)"
2,205000,4,1,12073002208,2,5,5,0,8,0,2,5,1,6,57,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,145000,4,1,13135050320,2,5,6,0,8,0,1,5,2,6,32,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,315000,4,1,25005611101,2,5,3,0,8,0,1,5,2,6,69,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,205000,3,1,24021753002,2,5,5,0,8,0,2,5,4,6,45,1,2,10,0,0,0,0,9,125,14,21,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,125000,3,1,17037000700,2,2,5,0,5,0,1,2,4,3,41,1,2,9,0,0,0,0,16,47,14,18,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,175000,3,1,12095015104,2,5,3,0,8,0,1,5,0,6,54,1,2,10,0,0,0,0,14,119,14,19,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,235000,4,1,26125121500,2,2,5,0,5,0,1,2,2,2,40,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,305000,3,1,12011043002,1,5,5,0,8,0,1,5,0,6,53,1,9,10,0,0,0,0,18,159,14,28,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
3,145000,4,1,48439100501,2,2,5,0,2,5,1,2,7,2,0,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,4
2,55000,3,1,45007000500,2,2,3,0,3,0,1,2,2,2,39,1,2,9,0,0,0,0,18,35,14,7,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,115000,3,1,13121010514,3,5,6,0,8,0,2,5,1,6,120,1,1,10,0,0,0,0,1,93,14,11,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,255000,3,1,8031001402,2,5,5,0,8,0,1,5,0,6,37,1,9,10,0,0,0,0,18,130,14,27,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,95000,3,1,22033004604,2,5,5,0,8,0,2,5,2,6,12,1,2,10,0,0,0,0,18,73,14,10,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,405000,4,1,51179010303,2,5,3,0,8,0,2,5,4,6,56,1,9,9,0,0,0,0,19,0,5,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,135000,3,1,51690000400,3,5,6,0,8,0,2,5,3,6,11,1,2,10,0,0,0,0,18,170,14,9,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,185000,4,3,6037701501,2,5,5,0,8,0,1,5,2,6,177,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,85000,4,1,48373210203,2,5,5,0,8,0,1,5,2,6,27,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,115000,4,1,12009062108,2,5,5,0,8,0,1,5,3,6,37,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
3,555000,4,1,6111001506,2,2,5,0,5,0,2,1,0,0,193,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
3,255000,3,1,12009068200,2,5,5,0,8,0,1,5,4,6,60,1,2,10,0,0,0,0,3,145,14,25,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,165000,4,1,24013507602,2,5,5,0,8,0,2,5,1,6,22,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,165000,4,1,24013507602,2,5,5,0,8,0,2,5,1,6,22,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,115000,4,1,54003971300,2,5,3,0,8,0,1,5,1,6,71,1,9,9,0,0,0,0,19,0,14,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,185000,4,1,32003005316,3,5,5,0,8,0,1,5,4,6,129,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,165000,4,1,24013507602,2,5,5,0,8,0,2,5,1,6,22,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,65000,4,1,54003971300,2,5,3,0,8,0,1,5,1,6,71,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,65000,4,1,54003971300,2,5,3,0,8,0,1,5,1,6,71,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,155000,4,1,8035014122,2,2,6,0,6,0,2,1,2,3,162,1,9,9,0,0,0,0,19,0,1,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,305000,4,1,12069031202,2,2,5,0,5,0,2,2,2,2,127,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,125000,4,1,27053026708,2,5,5,0,8,0,2,5,4,6,230,1,9,9,0,0,0,0,19,0,14,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,125000,3,1,27053012102,2,5,5,0,8,0,2,5,4,6,13,1,9,10,0,0,0,0,18,37,14,18,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,4,1,27163070601,2,5,5,0,8,0,2,5,2,6,114,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,125000,4,1,27053026708,2,5,5,0,8,0,2,5,4,6,230,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,415000,1,1,6037194101,2,2,5,0,5,0,1,2,1,1,169,1,2,2,64,37,0,10,17,57,14,59,3,1,1,2,2,5,465,0,0,2,2,2,2,0,0,6
1,125000,4,1,27053026708,2,5,5,0,8,0,2,5,4,6,230,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,195000,3,1,44007001800,1,5,5,0,8,0,1,5,1,6,23,1,9,10,0,0,0,0,16,30,14,32,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,75000,3,3,37081010800,2,5,5,0,8,0,2,5,4,6,32,1,2,10,0,0,0,0,10,83,14,6,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,4,1,6077003802,3,3,5,0,5,0,2,1,2,3,49,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,325000,3,1,1117030334,3,5,6,0,8,0,3,5,3,6,75,1,9,10,0,0,0,0,12,118,14,33,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
3,255000,4,1,8087000100,2,5,5,0,8,0,1,5,1,6,49,1,9,9,0,0,0,0,19,0,14,0,2,1,1,2,2,1,0,0,0,2,2,2,2,0,0,6
1,95000,4,1,42125712700,2,5,5,0,8,0,1,5,2,6,94,1,9,9,0,0,0,0,19,0,1,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,285000,4,1,25005610203,2,5,5,0,8,0,1,5,2,6,104,1,9,9,0,0,0,0,19,0,14,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,195000,4,1,6073013308,1,5,5,0,8,0,2,5,2,6,70,1,9,9,0,0,0,0,19,0,7,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,655000,4,1,6073017047,2,2,6,0,6,0,1,2,3,2,147,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,75000,4,1,48339692801,2,5,6,0,8,0,1,5,4,6,27,1,9,9,0,0,0,0,19,0,1,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
2,295000,1,1,34029732101,2,5,5,0,8,0,2,5,1,6,0,1,2,10,0,0,45,17,17,0,14,0,3,1,6,2,2,5,564,0,0,2,2,2,2,0,0,6
1,75000,4,1,17097864512,1,5,5,0,8,0,1,5,3,6,49,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,75000,4,1,17097864512,1,5,5,0,8,0,1,5,3,6,49,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,205000,1,1,32003003220,3,5,6,0,8,0,3,5,3,6,76,1,1,10,21,0,0,14,1,62,14,27,3,1,2,2,2,5,260,0,0,2,2,2,2,0,0,6
1,75000,4,1,17097864512,1,5,5,0,8,0,1,5,3,6,49,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,75000,4,2,4019004718,2,2,5,0,5,0,2,1,4,4,37,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,235000,4,1,48167723502,2,5,5,0,8,0,1,5,4,6,197,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
3,55000,4,1,1097003710,2,5,3,0,8,0,2,5,4,6,14,1,9,9,0,0,0,0,19,0,1,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,235000,4,1,48167723502,2,5,5,0,8,0,1,5,4,6,197,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,185000,3,1,37163970700,2,5,5,0,8,0,2,5,7,6,4,1,1,10,0,0,0,0,18,141,14,17,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,155000,2,1,9009175100,2,5,5,0,8,0,1,5,2,6,0,1,3,10,0,0,0,9,17,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,205000,1,1,37071032507,3,5,5,0,8,0,1,5,3,6,44,1,2,10,68,42,2,24,8,111,14,22,3,1,1,2,2,5,480,0,0,2,2,2,2,0,0,6
1,205000,4,1,33011002400,3,3,2,5,2,5,1,2,1,7,239,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,5,4
1,205000,4,1,33011002400,3,3,2,5,2,5,1,2,1,7,239,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,5,4
1,95000,4,1,37183054211,2,5,6,0,8,0,1,5,4,6,18,1,9,9,0,0,0,0,19,0,14,0,2,1,1,2,2,1,0,0,0,2,2,2,2,0,0,6
1,205000,4,1,33011002400,3,3,2,5,2,5,1,2,1,7,239,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,5,4
1,105000,4,1,12011020320,3,5,6,0,8,0,3,5,7,6,0,1,9,9,0,0,0,0,19,0,1,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
3,315000,6,1,42091200501,2,2,5,0,5,0,1,2,2,1,79,1,9,9,1,0,0,10,19,0,7,29,3,1,6,2,2,5,700,0,0,2,2,2,2,0,0,6
2,235000,6,1,10003010300,2,5,3,0,8,0,1,5,1,6,97,1,9,9,0,0,0,12,19,0,14,24,3,1,6,2,2,5,576,0,0,2,2,2,2,0,0,6
2,125000,6,1,34007610500,2,5,5,0,8,0,2,5,2,6,39,1,9,9,0,0,0,14,19,0,14,11,3,1,6,2,2,5,461,0,0,2,2,2,2,0,0,6
2,425000,6,1,36119000900,2,2,5,0,5,0,1,2,4,3,89,1,9,9,0,0,0,16,19,0,14,68,3,2,6,2,2,5,678,0,0,2,2,2,2,0,0,6
2,235000,6,1,42101018001,3,3,6,0,6,0,3,3,0,0,54,1,9,9,0,0,0,21,19,0,14,21,3,1,6,2,2,5,615,0,0,2,2,2,2,0,0,6
2,175000,6,1,34015501704,2,2,5,0,6,0,2,1,6,3,141,1,9,9,0,0,0,23,19,0,14,14,3,1,6,2,2,5,540,0,0,2,2,2,2,0,0,6
2,325000,6,1,12111382006,2,5,5,0,8,0,1,5,1,6,89,1,9,9,0,0,0,17,19,0,14,30,3,1,6,2,2,5,652,0,0,2,2,2,2,0,0,6
1,745000,1,1,48121021800,2,5,5,0,8,0,1,5,2,6,237,1,2,10,0,0,0,25,0,118,14,80,3,1,6,2,2,5,539,0,0,2,2,2,2,0,0,6
1,155000,1,1,39113040401,2,5,3,0,8,0,2,5,1,6,34,1,2,10,19,0,0,17,5,160,14,13,3,1,6,2,2,5,317,0,0,2,2,2,2,0,0,6
2,395000,6,1,47149040905,2,5,5,0,8,0,1,5,1,6,81,1,9,9,0,0,0,16,19,0,14,37,3,1,6,2,2,5,672,0,0,2,2,2,2,0,0,6
1,215000,6,1,13147960100,2,2,5,0,5,0,1,2,7,4,81,1,9,9,0,0,0,18,19,0,14,26,3,1,6,2,2,5,308,0,0,2,2,2,2,0,0,6
1,145000,1,1,22079011500,2,5,5,0,8,0,2,5,3,6,39,1,1,10,14,0,0,9,15,97,5,15,3,1,6,2,2,5,319,0,0,2,2,2,2,0,0,6
1,95000,6,2,12033001300,2,5,5,0,8,0,2,5,1,6,41,1,9,9,0,0,0,18,19,0,14,9,3,1,6,2,2,5,124,0,0,2,2,2,2,0,0,6
2,165000,6,1,21061920400,2,5,5,0,8,0,1,5,3,6,57,1,9,9,0,0,0,23,19,0,14,13,3,1,6,2,2,5,530,0,0,2,2,2,2,0,0,6
3,285000,6,1,13089023212,2,5,3,0,8,0,1,5,1,6,69,1,9,9,1,0,0,28,19,0,14,25,3,1,6,2,2,5,95,0,0,2,2,2,2,0,0,6
1,295000,6,1,47149042300,2,5,3,0,8,0,1,5,2,6,69,1,9,9,0,0,0,21,19,0,14,34,3,1,6,2,2,5,236,0,0,2,2,2,2,0,0,6
1,275000,6,1,12103024302,2,2,5,0,5,0,1,2,3,3,87,1,9,9,0,0,0,18,19,0,14,27,3,1,6,2,2,5,320,0,0,2,2,2,2,0,0,6
2,135000,6,1,47127930200,2,2,5,0,5,0,2,2,0,2,62,1,9,9,0,0,0,28,19,0,14,10,3,1,6,2,2,5,478,0,0,2,2,2,2,0,0,6
3,435000,6,1,48209010808,2,2,5,0,5,0,1,3,2,2,0,1,9,9,5,8,0,9,19,0,14,40,3,1,6,2,2,5,451,0,0,2,2,2,2,0,0,6
1,385000,6,1,47187050207,2,5,5,0,8,0,2,5,0,6,84,1,9,9,0,0,0,18,19,0,14,49,3,1,6,2,2,5,349,0,0,2,2,2,2,0,0,6
3,165000,6,1,29165030101,2,5,5,0,8,0,1,5,3,6,0,1,9,9,1,0,0,10,19,0,10,13,3,1,6,2,2,5,22,0,0,2,2,2,2,0,0,6
1,525000,6,1,6059062619,3,3,6,0,6,0,3,3,3,2,176,1,9,9,0,0,0,16,19,0,14,93,3,1,6,2,2,5,128,0,0,2,2,2,2,0,0,6
1,485000,6,1,51003011301,2,2,5,0,5,0,1,2,2,1,150,1,9,9,0,0,0,18,19,0,14,52,3,1,6,2,2,5,280,0,0,2,2,2,2,0,0,6
1,95000,6,1,12071040203,2,2,5,0,5,0,1,1,4,8,50,1,9,9,0,0,0,17,19,0,14,7,3,1,6,2,2,5,123,0,0,2,2,2,2,0,0,6
1,235000,1,1,22073005204,2,5,5,0,8,0,1,5,1,6,136,1,2,10,18,0,0,12,17,118,14,26,3,1,6,2,2,5,366,0,0,2,2,2,2,0,0,6
1,345000,1,1,39061001000,2,5,5,0,8,0,1,5,0,6,229,1,2,10,96,0,0,34,17,118,14,40,3,1,6,2,2,5,684,0,0,2,2,2,2,0,0,6
1,65000,6,1,12033002802,2,5,5,0,8,0,2,5,3,6,40,1,9,9,0,0,0,16,19,0,14,6,3,1,6,2,2,5,13,0,0,2,2,2,2,0,0,6
1,225000,6,1,6019005911,1,5,5,0,8,0,2,5,1,6,65,1,9,9,0,0,0,13,19,0,14,34,3,1,6,2,2,5,28,0,0,2,2,2,2,0,0,6
1,215000,6,1,6077001000,1,1,5,0,5,0,2,1,0,2,80,1,9,9,0,0,0,18,19,0,14,19,3,1,6,2,2,5,28,0,0,2,2,2,2,0,0,6
1,265000,6,1,6029003809,2,5,5,0,8,0,2,5,2,6,76,1,9,9,0,0,0,18,19,0,14,33,3,1,6,2,2,5,50,0,0,2,2,2,2,0,0,6
1,405000,6,1,6061020717,2,2,5,0,5,0,1,2,1,1,74,1,9,9,0,0,0,18,19,0,14,40,3,1,6,2,2,5,50,0,0,2,2,2,2,0,0,6
1,225000,6,1,6029002821,1,5,5,0,8,0,2,5,3,6,40,1,9,9,0,0,0,21,19,0,14,23,3,1,6,2,2,5,28,0,0,2,2,2,2,0,0,6
1,115000,6,1,55127001604,1,5,5,0,8,0,2,5,1,6,19,1,9,9,0,0,0,21,19,0,14,15,3,1,6,2,2,5,182,0,0,2,2,2,2,0,0,6
1,305000,6,1,17031140601,2,2,5,0,5,0,1,2,2,1,46,1,9,9,0,0,0,21,19,0,14,29,3,1,6,2,2,5,276,0,0,2,2,2,2,0,0,6
1,485000,6,1,6077005113,2,2,5,0,5,0,2,1,7,3,137,1,9,9,0,0,0,26,19,0,14,58,3,1,6,2,2,5,128,0,0,2,2,2,2,0,0,6
3,295000,6,1,6071004201,1,1,5,0,5,0,1,2,1,1,46,1,9,9,1,0,0,11,19,0,14,25,3,1,6,2,2,5,634,0,0,2,2,2,2,0,0,6
2,275000,6,1,32023960406,2,5,5,0,8,0,1,5,2,6,52,1,9,9,0,0,0,16,19,0,14,25,3,1,6,2,2,5,654,0,0,2,2,2,2,0,0,6
2,265000,6,1,26093724003,2,2,5,0,5,0,1,2,0,0,118,1,9,9,0,0,0,24,19,0,14,24,3,1,6,2,2,5,600,0,0,2,2,2,2,0,0,6
1,595000,6,3,6085512017,2,2,5,0,5,0,1,2,2,2,164,1,9,9,0,0,0,25,19,0,14,74,3,1,6,2,2,5,221,0,0,2,2,2,2,0,0,6
1,305000,6,3,51107611801,2,2,5,0,5,0,2,1,2,2,225,1,9,9,0,0,0,10,19,0,5,38,3,1,6,2,2,5,148,0,0,2,2,2,2,0,0,6
1,315000,6,1,24035810100,2,2,5,0,5,0,2,1,1,1,139,1,9,9,0,0,0,18,19,0,14,32,3,1,6,2,2,5,237,0,0,2,2,2,2,0,0,6
1,205000,6,2,51067020102,2,2,5,0,5,0,1,2,2,3,181,1,9,9,0,0,0,18,19,0,14,19,3,1,6,2,2,5,89,0,0,2,2,2,2,0,0,6
1,295000,6,1,4013615200,3,3,6,0,6,0,1,2,2,2,145,1,9,9,0,0,0,12,19,0,7,65,3,1,6,2,2,5,145,0,0,2,2,2,2,0,0,6
1,265000,6,1,25027738100,2,5,2,1,8,0,1,5,0,6,74,1,9,9,0,0,0,13,19,0,14,28,3,1,6,2,2,5,447,0,0,2,2,2,2,0,1,6
1,315000,6,1,42017100900,2,2,5,0,5,0,1,1,0,3,187,1,9,9,0,0,0,21,19,0,14,36,3,1,6,2,2,5,386,0,0,2,2,2,2,0,0,6
1,295000,6,2,6065940600,2,2,5,0,5,0,1,2,7,8,192,1,9,9,0,0,0,17,19,0,14,37,3,1,6,2,2,5,125,0,0,2,2,2,2,0,0,6
1,385000,6,1,34031154002,2,5,2,2,8,0,1,5,1,6,74,1,9,9,0,0,0,20,19,0,14,48,3,2,6,2,2,5,381,0,0,2,2,2,2,0,2,6
1,525000,6,1,25009210100,2,2,5,0,5,0,1,2,1,3,121,1,9,9,0,0,0,25,19,0,14,62,3,1,6,2,2,5,350,0,0,2,2,2,2,0,0,6
1,335000,6,1,33011200100,2,5,5,0,8,0,1,5,0,6,121,1,9,9,0,0,0,23,19,0,14,41,3,2,6,2,2,5,360,0,0,2,2,2,2,0,0,6
1,255000,6,1,17043844201,2,2,5,0,5,0,1,2,0,0,58,1,9,9,0,0,0,12,19,0,7,29,3,1,6,2,2,5,55,0,0,2,2,2,2,0,0,6
1,325000,6,1,25027746100,2,2,5,0,5,0,1,2,1,1,69,1,9,9,0,0,0,18,19,0,14,37,3,1,6,2,2,5,139,0,0,2,2,2,2,0,0,6
1,45000,6,3,51135000100,3,3,6,0,6,0,3,3,0,0,110,1,9,9,0,0,0,25,19,0,14,2,3,1,6,2,2,5,99,0,0,2,2,2,2,0,0,6
1,195000,6,1,26125184500,2,2,5,0,5,0,1,2,3,2,73,1,9,9,0,0,0,12,19,0,7,29,3,1,6,2,2,5,64,0,0,2,2,2,2,0,0,6
1,155000,6,1,6029003204,1,5,5,0,8,0,2,5,0,6,17,1,9,9,0,0,0,12,19,0,14,30,3,1,6,2,2,5,28,0,0,2,2,2,2,0,0,6
1,325000,6,1,6071008403,2,5,5,0,8,0,1,5,1,6,59,1,9,9,0,0,0,13,19,0,14,41,3,1,6,2,2,5,50,0,0,2,2,2,2,0,0,6
1,195000,6,1,6071009118,2,2,5,0,5,0,1,2,1,1,127,1,9,9,0,0,0,12,19,0,14,32,3,1,6,2,2,5,28,0,0,2,2,2,2,0,0,6
1,165000,6,1,26099225900,2,2,5,0,5,0,1,2,7,4,42,1,9,9,0,0,0,13,19,0,14,19,3,1,6,2,2,5,138,0,0,2,2,2,2,0,0,6
1,245000,6,1,6107001301,1,5,5,0,8,0,2,5,3,6,109,1,9,9,0,0,0,18,19,0,14,22,3,1,6,2,2,5,28,0,0,2,2,2,2,0,0,6
1,265000,6,2,32003003612,2,5,2,3,8,0,1,5,1,6,52,1,9,9,0,0,0,18,19,0,14,30,3,1,6,2,2,5,393,0,0,2,2,2,2,0,3,6
2,365000,2,1,36103158709,2,2,5,0,5,0,1,2,2,1,100,1,1,9,0,0,0,21,16,164,14,33,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,1,1,36103122501,2,5,3,0,8,0,2,5,1,6,73,1,2,10,42,0,0,18,5,160,14,24,3,1,1,2,2,5,581,0,0,2,2,2,2,0,0,6
2,215000,1,1,48181000102,2,5,1,0,8,0,2,5,1,6,54,1,8,10,30,0,0,11,10,157,14,18,3,1,1,2,2,5,584,0,0,2,2,2,2,0,0,6
1,205000,4,1,48181000102,2,5,1,0,8,0,2,5,1,6,54,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,215000,6,2,34029735103,2,5,5,0,8,0,2,5,2,6,114,1,9,9,16,24,0,9,19,0,5,24,3,1,6,2,2,5,318,0,0,2,2,2,2,0,0,6
1,215000,6,1,34029735104,2,5,5,0,8,0,2,5,0,6,71,1,9,9,0,0,0,21,19,0,14,26,3,1,6,2,2,5,171,0,0,2,2,2,2,0,0,6
1,195000,6,1,34029735104,2,2,5,0,5,0,2,2,0,3,128,1,9,9,0,0,0,23,19,0,14,23,3,1,6,2,2,5,149,0,0,2,2,2,2,0,0,6
3,255000,6,1,12097042900,1,1,5,0,5,0,1,2,4,4,54,1,9,9,1,0,0,17,19,0,14,22,3,1,6,2,2,5,248,0,0,2,2,2,2,0,0,6
2,275000,6,1,49049000102,2,2,5,0,5,0,1,2,0,0,0,1,9,9,0,0,0,11,19,0,14,25,3,1,6,2,2,5,555,0,0,2,2,2,2,0,0,6
1,205000,6,1,17043841403,2,2,5,0,5,0,1,2,3,3,132,1,9,9,0,0,0,20,19,0,14,23,3,1,6,2,2,5,267,0,0,2,2,2,2,0,0,6
1,85000,6,1,40041375601,2,2,5,0,5,0,1,2,3,3,52,1,9,9,0,0,0,25,19,0,14,5,3,1,6,2,2,5,42,0,0,2,2,2,2,0,0,6
3,215000,6,1,21209040603,2,5,5,0,8,0,1,5,0,6,67,1,9,9,1,0,0,17,19,0,14,18,3,1,6,2,2,5,153,0,0,2,2,2,2,0,0,6
1,535000,6,2,51087200130,3,3,6,0,6,0,3,3,0,1,235,1,9,9,0,0,0,19,19,0,14,64,3,1,6,2,2,5,324,0,0,2,2,2,2,0,0,6
1,425000,6,1,51107611025,3,3,6,0,2,3,3,3,0,0,111,1,9,9,0,0,0,19,19,0,14,56,3,1,6,2,2,5,284,0,0,2,2,2,2,0,0,2
2,235000,6,1,17031829800,2,5,3,0,8,0,1,5,2,6,75,1,9,9,0,0,0,24,19,0,14,21,3,1,6,2,2,5,599,0,0,2,2,2,2,0,0,6
1,135000,6,1,6029001600,3,5,6,0,8,0,3,5,2,6,26,1,9,9,0,0,0,24,19,0,14,19,3,1,6,2,2,5,80,0,0,2,2,2,2,0,0,6
2,175000,6,1,48177000100,1,5,5,0,8,0,1,5,0,6,75,1,9,9,0,0,0,24,19,0,14,15,2,1,6,2,2,1,574,0,0,2,2,2,2,0,0,6
3,245000,6,1,48157673400,3,3,5,0,5,0,1,2,1,1,0,1,9,9,1,0,0,16,19,0,14,21,3,1,6,2,2,5,445,0,0,2,2,2,2,0,0,6
1,165000,6,1,36029013400,2,2,5,0,5,0,1,2,6,0,155,1,9,9,0,0,0,18,19,0,14,13,3,1,6,2,2,5,265,0,0,2,2,2,2,0,0,6
1,315000,6,1,36029013202,2,2,5,0,5,0,1,2,0,0,101,1,9,9,0,0,0,18,19,0,14,36,3,1,6,2,2,5,326,0,0,2,2,2,2,0,0,6
1,165000,6,1,36063022803,2,5,5,0,8,0,2,5,0,6,86,1,9,9,0,0,0,18,19,0,14,14,3,1,6,2,2,5,309,0,0,2,2,2,2,0,0,6
1,355000,6,1,6037620522,2,2,5,0,5,0,1,2,3,4,65,1,9,9,0,0,0,10,19,0,14,89,3,1,6,2,2,5,50,0,0,2,2,2,2,0,0,6
1,385000,6,1,6053010504,2,5,5,0,8,0,1,5,0,6,73,1,9,9,0,0,0,14,19,0,14,38,3,1,6,2,2,5,63,0,0,2,2,2,2,0,0,6
3,465000,6,1,10003016801,2,2,3,0,3,0,1,2,4,4,0,1,9,9,1,0,0,4,19,0,14,45,3,1,6,2,2,5,494,0,0,2,2,2,2,0,0,6
1,365000,6,1,6013303202,1,5,5,0,8,0,2,5,2,6,83,1,9,9,0,0,0,7,19,0,14,64,3,1,6,2,2,5,50,0,0,2,2,2,2,0,0,6
3,475000,6,1,22089062301,2,2,3,0,5,0,1,2,2,1,0,1,9,9,1,0,0,4,19,0,14,52,3,1,6,2,2,5,249,0,0,2,2,2,2,0,0,6
3,405000,6,1,6073020027,1,5,5,0,8,0,1,5,1,6,0,1,9,9,1,0,0,4,19,0,14,70,3,1,6,2,2,5,464,0,0,2,2,2,2,0,0,6
2,435000,6,1,6037541200,1,1,5,0,5,0,1,2,1,1,0,1,9,9,0,0,0,11,19,0,14,42,3,1,6,2,2,5,653,0,0,2,2,2,2,0,0,6
3,575000,6,1,6111005004,2,2,5,0,5,0,1,2,2,1,0,1,9,9,1,0,0,10,19,0,14,57,3,1,6,2,2,5,227,0,0,2,2,2,2,0,0,6
3,375000,6,1,4025001900,2,5,5,0,8,0,1,5,4,6,0,1,9,9,1,0,0,6,19,0,14,35,3,1,6,2,2,5,121,0,0,2,2,2,2,0,0,6
