loan_type,loan_amount,action_taken,occupancy_type,census_tract,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_race_1,applicant_race_2,co_applicant_race_1,co_applicant_race_2,applicant_sex,co_applicant_sex,applicant_age,co_applicant_age,income,lien_status,applicant_credit_score_type,co_applicant_credit_score_type,origination_charges,discount_points,lender_credits,interest_rate,debt_to_income_ratio,combined_loan_to_value_ratio,loan_term,property_value,manufactured_home_secured_property_type,total_units,aus_1,reverse_mortgage,open_end_line_of_credit,manufactured_home_land_property_interest,total_loan_costs,total_points_and_fees,prepayment_penalty_term,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,multifamily_affordable_units,"('applicant_race_2',)","('co_applicant_race_2',)"
3,355000,6,1,53067011610,2,2,5,0,5,0,1,2,4,4,163,1,9,9,1,0,0,6,19,0,14,71,3,1,6,2,2,5,220,0,0,2,2,2,2,0,0,6
1,395000,6,1,25009261102,3,2,5,0,5,0,1,1,1,3,113,1,9,9,0,0,0,25,19,0,14,46,3,1,6,2,2,5,300,0,0,2,2,2,2,0,0,6
2,265000,6,1,1003011501,3,5,6,0,8,0,3,5,2,6,36,1,9,9,0,0,0,11,19,0,14,23,3,1,6,2,2,5,608,0,0,2,2,2,2,0,0,6
2,65000,6,1,26077006601,2,5,5,0,8,0,2,5,0,6,16,1,9,9,0,0,0,16,19,0,14,3,3,1,6,2,2,5,367,0,0,2,2,2,2,0,0,6
1,485000,6,1,13121010002,2,2,5,0,5,0,1,2,0,0,199,1,9,9,0,0,0,13,19,0,14,60,3,1,6,2,2,5,391,0,0,2,2,2,2,0,0,6
2,305000,6,1,12095017501,2,5,5,0,8,0,2,5,1,6,94,1,9,9,0,0,0,11,19,0,14,27,3,1,6,2,2,5,643,0,0,2,2,2,2,0,0,6
1,225000,6,1,24027606806,2,2,5,0,5,0,1,2,3,2,80,1,9,9,0,0,0,10,19,0,14,27,3,1,6,2,2,5,91,0,0,2,2,2,2,0,0,6
3,305000,6,1,39103402000,2,2,5,0,5,0,1,2,1,1,0,1,9,9,1,0,0,6,19,0,14,27,3,1,6,2,2,5,414,0,0,2,2,2,2,0,0,6
1,295000,6,1,53061052904,2,5,5,0,8,0,2,5,1,6,72,1,9,9,0,0,0,10,19,0,14,37,3,1,6,2,2,5,68,0,0,2,2,2,2,0,0,6
2,315000,6,1,12069031310,2,5,5,0,8,0,1,5,0,6,62,1,9,9,0,0,0,11,19,0,14,29,3,1,6,2,2,5,649,0,0,2,2,2,2,0,0,6
3,285000,6,1,12101032105,2,2,3,0,3,0,1,2,2,1,84,1,9,9,1,0,0,11,19,0,14,25,3,1,6,2,2,5,290,0,0,2,2,2,2,0,0,6
2,115000,6,1,18081610500,2,5,5,0,8,0,2,5,4,6,0,1,9,9,0,0,0,9,19,0,14,8,3,1,6,2,2,5,394,0,0,2,2,2,2,0,0,6
1,265000,6,1,8117000200,2,2,5,0,5,0,1,1,0,3,170,1,9,9,0,0,0,25,19,0,14,26,3,1,6,2,2,5,377,0,0,2,2,2,2,0,0,6
3,325000,6,1,39061025102,2,2,5,0,5,0,1,2,0,1,0,1,9,9,1,0,0,4,19,0,14,28,3,1,6,2,2,5,162,0,0,2,2,2,2,0,0,6
3,285000,6,1,41051009702,3,5,5,0,8,0,1,5,0,6,0,1,9,9,1,0,0,7,19,0,14,25,3,1,6,2,2,5,244,0,0,2,2,2,2,0,0,6
2,165000,6,1,18097381201,3,5,6,0,8,0,3,5,0,6,34,1,9,9,0,0,0,6,19,0,14,14,3,1,6,2,2,5,481,0,0,2,2,2,2,0,0,6
2,225000,6,1,18097390200,2,2,5,0,5,0,1,2,0,0,0,1,9,9,0,0,0,10,19,0,14,19,3,1,6,2,2,5,544,0,0,2,2,2,2,0,0,6
3,285000,6,1,12103025501,2,2,3,0,4,0,1,2,1,1,51,1,9,9,1,0,0,12,19,0,14,24,3,1,6,2,2,5,282,0,0,2,2,2,2,0,0,6
2,215000,6,1,12095017013,1,5,5,0,8,0,2,5,1,6,71,1,9,9,0,0,0,16,19,0,14,23,3,1,6,2,2,5,556,0,0,2,2,2,2,0,0,6
4,125000,6,1,42127961100,2,2,5,0,5,0,1,2,6,0,44,1,9,9,0,0,0,10,19,0,14,9,3,1,6,2,2,5,525,0,0,2,2,2,2,0,0,6
1,305000,6,1,24005408704,2,2,5,0,5,0,1,2,3,3,145,1,9,9,0,0,0,12,19,0,14,41,3,1,6,2,2,5,101,0,0,2,2,2,2,0,0,6
2,95000,6,1,18131959100,2,5,5,0,8,0,2,5,2,6,17,1,9,9,0,0,0,23,19,0,14,6,2,1,6,2,2,1,396,0,0,2,2,2,2,0,0,6
2,195000,6,1,28059041400,2,5,3,0,8,0,1,5,1,6,43,1,9,9,0,0,0,10,19,0,14,16,3,1,6,2,2,5,569,0,0,2,2,2,2,0,0,6
3,275000,6,1,17163504303,2,2,5,0,5,0,2,2,1,1,0,1,9,9,1,0,0,9,19,0,14,25,3,1,6,2,2,5,21,0,0,2,2,2,2,0,0,6
1,225000,6,1,45065920100,2,2,5,0,5,0,1,2,3,3,90,1,9,9,0,0,0,10,19,0,14,27,3,1,6,2,2,5,212,0,0,2,2,2,2,0,0,6
1,315000,6,1,37063000600,3,5,6,0,8,0,3,5,3,6,53,1,9,9,0,0,0,18,19,0,14,45,3,1,6,2,2,5,108,0,0,2,2,2,2,0,0,6
2,235000,6,1,18109510402,2,2,5,0,5,0,1,2,0,1,62,1,9,9,0,0,0,24,19,0,14,22,3,1,6,2,2,5,551,0,0,2,2,2,2,0,0,6
3,325000,6,1,18059410200,2,5,5,0,8,0,1,5,3,6,0,1,9,9,1,0,0,9,19,0,14,29,3,1,6,2,2,5,27,0,0,2,2,2,2,0,0,6
2,285000,6,1,29189221625,2,5,5,0,8,0,2,5,3,6,95,1,9,9,0,0,0,10,19,0,14,26,3,1,6,2,2,5,586,0,0,2,2,2,2,0,0,6
2,165000,6,1,34041031800,2,2,5,0,5,0,1,2,0,7,43,1,9,9,0,0,0,23,19,0,14,14,2,1,6,2,2,1,536,0,0,2,2,2,2,0,0,6
2,435000,6,1,25021443101,2,2,5,0,5,0,2,1,1,2,84,1,9,9,0,0,0,17,19,0,14,41,3,1,6,2,2,5,677,0,0,2,2,2,2,0,0,6
2,295000,6,1,24033801704,2,2,3,0,6,0,2,2,3,8,62,1,9,9,0,0,0,11,19,0,14,27,3,1,6,2,2,5,605,0,0,2,2,2,2,0,0,6
2,325000,6,1,32003005102,2,5,2,0,8,0,1,5,1,6,184,1,9,9,0,0,0,10,19,0,14,30,3,1,6,2,2,5,663,0,0,2,2,2,2,0,0,6
1,265000,6,1,17043842703,2,5,5,0,8,0,2,5,0,6,58,1,9,9,0,0,0,10,19,0,14,27,3,1,6,2,2,5,60,0,0,2,2,2,2,0,0,6
2,195000,6,1,17031802402,2,2,2,4,2,4,2,2,6,3,78,1,9,9,0,0,0,10,19,0,14,17,3,1,6,2,2,5,565,0,0,2,2,2,2,0,4,3
1,395000,6,1,34017007300,2,5,2,0,8,0,1,5,0,6,95,1,9,9,0,0,0,10,19,0,14,42,3,1,6,2,2,5,310,0,0,2,2,2,2,0,0,6
1,265000,6,3,55109120903,2,3,5,0,6,0,1,3,2,2,126,1,9,9,0,0,0,10,19,0,14,33,3,1,6,2,2,5,33,0,0,2,2,2,2,0,0,6
2,315000,6,1,6047002302,2,2,5,0,5,0,2,1,2,2,94,1,9,9,0,0,0,9,19,0,10,31,3,1,6,2,2,5,613,0,0,2,2,2,2,0,0,6
1,265000,6,1,44005040302,2,5,5,0,8,0,1,5,3,6,59,1,9,9,0,0,0,12,19,0,14,38,3,1,6,2,2,5,107,0,0,2,2,2,2,0,0,6
3,455000,6,1,12017451700,2,5,5,0,8,0,1,5,2,6,0,1,9,9,1,0,0,5,19,0,14,51,3,1,6,2,2,5,546,0,0,2,2,2,2,0,0,6
1,345000,6,1,17031801606,2,2,2,0,2,1,1,2,0,0,206,1,9,9,0,0,0,10,19,0,14,42,3,1,6,2,2,5,292,0,0,2,2,2,2,0,0,0
1,325000,6,1,53033029502,2,5,5,0,8,0,2,5,2,6,66,1,9,9,0,0,0,13,19,0,14,46,3,1,6,2,2,5,134,0,0,2,2,2,2,0,0,6
3,255000,6,1,48121021742,3,5,6,0,8,0,3,5,1,6,0,1,9,9,1,0,0,10,19,0,14,22,3,1,6,2,2,5,462,0,0,2,2,2,2,0,0,6
3,235000,6,1,8101002807,3,3,6,0,6,0,1,3,0,0,0,1,9,9,1,0,0,7,19,0,14,20,3,1,6,2,2,5,23,0,0,2,2,2,2,0,0,6
4,135000,6,1,5125010404,2,5,3,0,8,0,1,5,0,6,38,1,9,9,0,0,0,6,19,0,14,10,3,1,6,2,2,5,444,0,0,2,2,2,2,0,0,6
1,275000,6,1,55133201000,2,2,5,0,5,0,1,2,1,1,87,1,9,9,0,0,0,16,19,0,14,29,3,1,6,2,2,5,275,0,0,2,2,2,2,0,0,6
1,395000,6,1,25023502102,2,3,5,0,6,0,1,3,2,2,162,1,9,9,0,0,0,31,19,0,14,46,3,1,6,2,2,5,301,0,0,2,2,2,2,0,0,6
2,325000,6,1,47037013700,2,5,5,0,8,0,2,5,0,6,99,1,9,9,0,0,0,10,19,0,14,30,3,1,6,2,2,5,656,0,0,2,2,2,2,0,0,6
2,455000,6,1,41051006501,2,2,5,0,5,0,1,2,2,2,205,1,9,9,0,0,0,17,19,0,14,52,3,1,6,2,2,5,681,0,0,2,2,2,2,0,0,6
3,335000,6,1,41029001700,2,3,5,0,6,0,1,3,3,3,0,1,9,9,1,0,0,6,19,0,14,31,3,1,6,2,2,5,477,0,0,2,2,2,2,0,0,6
3,325000,6,1,5045030101,2,5,5,0,8,0,1,5,1,6,66,1,9,9,1,0,0,11,19,0,14,29,3,1,6,2,2,5,603,0,0,2,2,2,2,0,0,6
2,265000,6,1,34021004404,1,1,5,0,5,0,1,2,2,1,64,1,9,9,0,0,0,16,19,0,14,24,3,1,6,2,2,5,627,0,0,2,2,2,2,0,0,6
1,345000,6,1,34025800200,2,5,5,0,8,0,2,5,2,6,106,1,9,9,0,0,0,14,19,0,14,42,3,1,6,2,2,5,264,0,0,2,2,2,2,0,0,6
1,395000,6,1,24033800704,2,5,3,0,8,0,1,5,0,6,109,1,9,9,0,0,0,10,19,0,14,41,3,1,6,2,2,5,279,0,0,2,2,2,2,0,0,6
2,235000,6,1,48201333901,2,2,6,0,6,0,1,1,0,4,49,1,9,9,0,0,0,9,19,0,14,20,3,1,6,2,2,5,624,0,0,2,2,2,2,0,0,6
1,355000,6,1,51107611207,3,3,6,0,6,0,3,3,3,4,144,1,9,9,0,0,0,10,19,0,14,59,3,1,6,2,2,5,97,0,0,2,2,2,2,0,0,6
1,425000,6,1,24031700812,3,2,2,1,2,1,1,2,0,3,103,1,9,9,0,0,0,10,19,0,14,53,3,1,6,2,2,5,157,0,0,2,2,2,2,0,1,0
1,345000,6,1,37129012103,2,3,5,0,6,0,2,3,2,2,76,1,9,9,0,0,0,9,19,0,14,41,3,1,6,2,2,5,104,0,0,2,2,2,2,0,0,6
1,415000,6,1,24031700823,2,5,5,0,8,0,2,5,2,6,159,1,9,9,0,0,0,10,19,0,14,48,3,1,6,2,2,5,152,0,0,2,2,2,2,0,0,6
2,305000,6,1,24033801210,1,5,5,0,8,0,1,5,6,6,59,1,9,9,0,0,0,6,19,0,14,28,3,1,6,2,2,5,609,0,0,2,2,2,2,0,0,6
1,345000,6,1,6059001202,1,5,5,0,8,0,1,5,1,6,49,1,9,9,0,0,0,17,19,0,14,57,3,1,6,2,2,5,52,0,0,2,2,2,2,0,0,6
2,255000,6,1,24510270302,2,5,3,0,8,0,2,5,2,6,104,1,9,9,0,0,0,17,19,0,14,22,3,1,6,2,2,5,597,0,0,2,2,2,2,0,0,6
3,185000,6,1,13063040514,2,5,3,0,8,0,1,5,7,6,39,1,9,9,1,0,0,2,19,0,14,15,3,1,6,2,2,5,62,0,0,2,2,2,2,0,0,6
2,225000,6,1,13135050419,1,1,5,0,5,0,1,1,0,2,47,1,9,9,0,0,0,17,19,0,14,19,3,1,6,2,2,5,596,0,0,2,2,2,2,0,0,6
2,125000,6,1,18003010819,2,5,5,0,8,0,1,5,1,6,59,1,9,9,0,0,0,16,19,0,14,10,3,1,6,2,2,5,413,0,0,2,2,2,2,0,0,6
2,195000,6,1,13097080301,2,5,3,0,8,0,1,5,2,6,68,1,9,9,0,0,0,23,19,0,14,18,3,1,6,2,2,5,578,0,0,2,2,2,2,0,0,6
4,175000,6,1,42115032700,2,5,5,0,8,0,1,5,0,6,65,1,9,9,0,0,0,10,19,0,14,14,3,1,6,2,2,5,582,0,0,2,2,2,2,0,0,6
1,195000,6,3,24031703404,2,5,2,2,8,0,1,5,3,6,99,1,9,9,0,0,0,18,19,0,14,28,3,1,6,2,2,5,194,0,0,2,2,2,2,0,2,6
1,245000,6,1,48029172007,2,5,5,0,8,0,1,5,1,6,54,1,9,9,0,0,0,10,19,0,14,23,3,1,6,2,2,5,382,0,0,2,2,2,2,0,0,6
1,395000,6,1,24031703212,2,5,3,0,8,0,2,5,2,6,127,1,9,9,0,0,0,14,19,0,14,49,3,1,6,2,2,5,187,0,0,2,2,2,2,0,0,6
1,395000,6,1,51059480401,2,2,5,0,5,0,1,2,2,1,226,1,9,9,0,0,0,7,19,0,14,75,3,1,6,2,2,5,126,0,0,2,2,2,2,0,0,6
1,105000,6,1,17163504302,2,5,5,0,8,0,1,5,2,6,60,1,9,9,0,0,0,7,19,0,14,7,3,1,6,2,2,5,196,0,0,2,2,2,2,0,0,6
1,235000,6,1,48157670901,3,5,5,0,8,0,1,5,2,6,69,1,9,9,0,0,0,13,19,0,14,20,3,1,6,2,2,5,372,0,0,2,2,2,2,0,0,6
2,235000,6,1,42017100803,2,2,5,0,5,0,1,2,1,1,104,1,9,9,0,0,0,17,19,0,14,24,3,1,6,2,2,5,580,0,0,2,2,2,2,0,0,6
1,435000,6,1,11001001902,2,3,5,0,6,0,1,3,1,0,156,1,9,9,0,0,0,13,19,0,14,54,3,1,6,2,2,5,337,0,0,2,2,2,2,0,0,6
1,455000,6,1,34025808800,2,2,5,0,5,0,1,2,0,0,142,1,9,9,0,0,0,10,19,0,14,56,3,1,6,2,2,5,403,0,0,2,2,2,2,0,0,6
1,265000,6,1,24047950600,2,2,5,0,5,0,2,1,3,3,43,1,9,9,0,0,0,9,19,0,14,41,3,1,6,2,2,5,78,0,0,2,2,2,2,0,0,6
1,185000,6,3,24027606603,3,5,6,0,8,0,3,5,2,6,113,1,9,9,0,0,0,14,19,0,14,22,3,1,6,2,2,5,77,0,0,2,2,2,2,0,0,6
1,425000,6,1,24031703208,2,2,5,0,5,0,1,2,1,1,114,1,9,9,0,0,0,10,19,0,14,55,3,1,6,2,2,5,160,0,0,2,2,2,2,0,0,6
1,315000,6,1,24031703202,2,5,5,0,8,0,2,5,2,6,91,1,9,9,0,0,0,9,19,0,14,42,3,1,6,2,2,5,103,0,0,2,2,2,2,0,0,6
2,265000,6,1,45079010102,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,16,19,0,14,30,3,1,6,2,2,5,573,0,0,2,2,2,2,0,0,6
1,485000,6,2,12095017108,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,12,19,0,14,59,3,1,6,2,2,5,457,0,0,2,2,2,2,0,0,6
1,235000,6,3,34023008208,4,5,7,0,8,0,4,5,5,6,0,1,9,9,29,31,0,28,19,0,14,52,3,1,6,2,2,5,416,0,0,2,2,2,2,0,0,6
3,325000,6,1,48063950101,4,4,7,0,7,0,4,4,5,5,0,1,9,9,80,66,0,17,19,0,14,28,3,1,6,2,2,5,708,0,0,2,2,2,2,0,0,6
2,145000,6,1,48039661700,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,21,19,0,14,11,2,1,6,2,2,1,542,0,0,2,2,2,2,0,0,6
1,75000,5,1,41011000200,2,5,1,0,8,0,1,5,4,6,26,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,365000,5,1,9009120100,2,2,5,0,5,0,1,2,1,1,190,1,9,9,0,0,0,0,19,0,7,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,185000,5,1,12071050311,3,3,6,0,6,0,1,2,4,4,86,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,35000,4,1,39103417000,2,2,6,0,6,0,1,2,4,4,67,2,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,1,2,2,0,0,6
2,455000,5,1,6013303103,2,2,5,0,5,0,1,2,2,2,180,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,55000,5,1,34003032201,2,5,5,0,8,0,2,5,7,6,20,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,95000,5,1,51710006000,2,5,3,0,8,0,1,5,4,6,23,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,175000,5,1,4013116603,2,5,5,0,8,0,2,5,2,6,44,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,255000,5,1,25017342102,2,5,3,0,8,0,1,5,2,6,64,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,245000,5,1,6029005401,2,5,2,1,8,0,1,5,1,6,73,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,1,6
1,255000,1,1,6089010804,2,2,5,0,5,0,2,1,0,1,67,1,2,9,0,0,0,16,1,129,14,27,3,1,6,2,2,5,52,0,0,2,2,2,2,0,0,6
1,175000,5,1,18089042606,1,5,6,0,8,0,1,5,1,6,59,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
3,105000,1,1,39079957500,2,5,5,0,8,0,1,5,3,6,0,1,2,10,1,0,39,17,17,0,14,0,3,1,6,2,2,5,24,0,0,2,2,2,2,0,0,6
2,245000,1,1,6089011701,3,5,6,0,8,0,1,5,0,6,39,1,8,10,0,0,0,10,16,78,14,30,3,1,6,2,2,5,557,0,0,2,2,2,2,0,0,6
2,465000,1,1,51550021012,2,5,6,0,8,0,1,5,0,6,0,1,3,10,9,0,51,11,17,146,14,47,3,1,6,2,2,5,664,0,0,2,2,2,2,0,0,6
2,205000,5,1,25023508102,2,5,5,0,8,0,1,5,3,6,128,1,9,9,0,0,0,0,19,0,14,0,3,1,3,2,2,5,0,0,0,2,2,2,2,0,0,6
1,335000,5,1,41051000100,2,2,5,0,5,0,1,2,0,1,118,1,9,9,0,0,0,0,19,0,12,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,315000,5,1,48113018402,2,2,5,0,5,0,1,2,7,8,165,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,365000,5,1,8077001800,2,5,5,0,8,0,1,5,3,6,64,1,9,9,0,0,0,0,19,0,14,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,485000,1,2,23031027000,2,2,5,0,5,0,1,2,2,1,204,1,1,3,85,60,0,9,1,87,14,62,3,1,1,2,2,5,585,0,0,2,2,2,2,0,0,6
1,305000,1,1,25023530600,2,5,5,0,8,0,2,5,3,6,152,1,1,10,49,21,0,11,1,75,5,39,3,1,1,2,2,5,406,0,0,2,2,2,2,0,0,6
1,125000,5,1,9001230502,3,5,6,0,8,0,1,5,7,6,45,1,9,9,0,0,0,0,19,0,1,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,245000,5,1,13217100300,2,5,3,0,8,0,2,5,3,6,0,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
3,835000,6,1,51059481500,4,4,7,0,7,0,4,4,5,5,0,1,9,9,1,0,0,10,19,0,14,75,3,1,6,2,2,5,359,0,0,2,2,2,2,0,0,6
1,285000,5,1,47009011102,2,5,5,0,8,0,1,5,3,6,134,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,455000,4,1,34025811200,2,2,5,0,5,0,1,2,2,1,137,1,9,9,0,0,0,0,19,0,14,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,175000,4,1,55119960300,2,2,5,0,5,0,1,2,1,1,208,1,9,9,0,0,0,0,19,0,1,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,105000,3,1,48439106517,2,5,5,0,8,0,1,5,4,6,54,1,9,10,0,0,0,0,16,26,14,17,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,205000,4,1,48215020402,2,5,5,0,8,0,1,5,7,6,63,1,9,9,0,0,0,0,19,0,14,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
1,265000,4,1,22065960200,2,5,5,0,8,0,1,5,2,6,221,1,9,9,0,0,0,0,19,0,7,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
2,245000,6,1,25013811200,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,11,19,0,14,0,3,1,6,2,2,5,602,0,0,2,2,2,2,0,0,6
1,485000,6,1,4013613600,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,18,19,0,14,64,3,1,6,2,2,5,155,0,0,2,2,2,2,0,0,6
1,355000,6,1,33011002903,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,14,19,0,14,41,3,1,6,2,2,5,370,0,0,2,2,2,2,0,0,6
1,405000,6,1,34029717300,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,18,19,0,14,47,3,1,6,2,2,5,315,0,0,2,2,2,2,0,0,6
1,285000,6,1,53011041330,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,21,19,0,14,32,3,1,6,2,2,5,158,0,0,2,2,2,2,0,0,6
1,305000,4,1,34027041704,2,5,2,1,8,0,1,5,1,6,159,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,1,6
1,65000,4,1,26163514200,2,5,3,0,8,0,2,5,7,6,17,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
2,325000,1,1,34031196402,2,2,5,0,5,0,1,2,0,0,108,1,8,9,35,39,0,10,16,143,14,33,3,1,1,2,2,5,668,0,0,2,2,2,2,0,0,6
2,225000,4,1,26149041101,2,2,5,0,5,0,2,1,2,2,0,1,9,9,0,0,0,0,19,0,14,0,2,1,1,2,2,1,0,0,0,2,2,2,2,0,0,6
2,255000,4,1,6065044605,1,5,6,0,8,0,2,5,2,6,109,1,9,9,0,0,0,0,19,0,14,0,3,1,2,2,2,5,0,0,0,2,2,2,2,0,0,6
2,195000,6,1,17197881111,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,12,19,0,14,17,3,1,6,2,2,5,463,0,0,2,2,2,2,0,0,6
2,445000,6,1,24025303602,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,11,19,0,14,0,3,1,6,2,2,5,675,0,0,2,2,2,2,0,0,6
2,245000,6,1,49053270600,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,11,19,0,14,22,3,1,6,2,2,5,642,0,0,2,2,2,2,0,0,6
1,455000,4,1,12086009043,1,1,5,0,5,0,1,2,1,1,209,1,9,9,0,0,0,0,19,0,14,0,3,1,5,2,2,5,0,0,0,2,2,2,2,0,0,6
1,275000,6,1,48329000500,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,9,19,0,14,0,3,1,6,2,2,5,383,0,0,2,2,2,2,0,0,6
1,475000,6,3,34029727001,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,21,19,0,14,0,3,2,6,2,2,5,435,0,0,2,2,2,2,0,0,6
4,255000,3,1,42089300101,2,5,3,0,8,0,2,5,1,6,49,1,9,10,0,0,0,0,12,167,14,22,3,1,4,2,2,5,0,0,0,2,2,2,2,0,0,6
1,375000,6,1,12057011506,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,9,19,0,14,38,3,1,6,2,2,5,364,0,0,2,2,2,2,0,0,6
1,275000,6,2,23007970601,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,12,19,0,14,38,3,1,6,2,2,5,165,0,0,2,2,2,2,0,0,6
1,345000,6,1,33011015200,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,12,19,0,14,0,3,1,6,2,2,5,395,0,0,2,2,2,2,0,0,6
1,325000,6,1,41005022707,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,13,19,0,14,0,3,1,6,2,2,5,342,0,0,2,2,2,2,0,0,6
1,465000,6,3,53029971300,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,16,19,0,14,71,3,1,6,2,2,5,144,0,0,2,2,2,2,0,0,6
1,235000,6,1,27171100100,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,12,19,0,14,36,3,1,6,2,2,5,189,0,0,2,2,2,2,0,0,6
1,325000,6,2,6111004400,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,13,19,0,14,39,3,1,6,2,2,5,130,0,0,2,2,2,2,0,0,6
1,125000,4,3,24005491202,2,5,5,0,8,0,1,5,1,6,69,1,9,9,0,0,0,0,19,0,5,0,3,1,1,2,2,5,0,0,0,2,2,2,2,0,0,6
1,95000,4,1,48037011401,2,2,5,0,5,0,1,2,4,3,68,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,175000,4,1,17031650302,3,5,6,0,8,0,3,5,5,6,56,1,9,9,0,0,0,0,19,0,0,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,85000,3,1,42021010300,2,5,5,0,8,0,1,5,3,6,35,1,2,10,0,0,0,0,17,4,0,21,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,165000,4,1,27003050605,2,5,5,0,8,0,2,5,3,6,18,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,315000,4,1,12011020309,2,5,5,0,8,0,1,5,1,6,136,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
2,185000,4,1,25021416101,2,5,5,0,8,0,1,5,2,6,67,1,9,9,0,0,0,0,19,0,14,0,3,1,6,2,2,5,0,0,0,2,2,2,2,0,0,6
1,125000,3,2,48291700500,2,5,5,0,8,0,1,5,7,6,16,1,9,10,0,0,0,0,3,50,14,16,2,1,1,2,2,3,0,0,0,2,2,2,2,0,0,6
1,485000,6,1,48453001716,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,10,19,0,14,59,3,1,6,2,2,5,493,0,0,2,2,2,2,0,0,6
1,205000,6,1,6007002500,4,5,7,0,8,0,4,5,5,6,0,1,9,9,0,0,0,9,19,0,5,20,2,1,6,2,2,1,30,0,0,2,2,2,2,0,0,6
2,205000,6,1,17043840911,4,4,7,0,7,0,4,4,5,5,0,1,9,9,0,0,0,14,19,0,14,17,3,1,6,2,2,5,475,0,0,2,2,2,2,0,0,6
3,325000,6,1,51550021302,4,4,7,0,7,0,4,4,5,5,0,1,9,9,1,0,0,2,19,0,14,31,3,1,6,2,2,5,369,0,0,2,2,2,2,0,0,6
